avances_id,accion_id,descripcion,fecha_corte,estado,porcentaje,tipo_calificacion
129,129,"1. Una vez agotada la vía gubernativa en cada uno de los procedimientos administrativos que determinó la incompatibilidad pensional , se expidieron Resoluciones que ordenaban subrogación pensional, las cuales en todos los casos se han aplicado en nómina u",31/10/2018,en_progreso,,
130,130,"Con oficio 2018IE33246, dirigido al Vicerrector Administrativo y Financiero, se sugiere convocar una reunión con el equipo SIGUD para el ajuste a los procedimientos existentes o a la documentación del proceso de Gestión Contractual que se consiederen pert",31/10/2018,en_progreso,,
131,131,"Procedimientos actualizados, publicados en la pagina web del SIGUD.
http://planeacion.udistrital.edu.co:8080/sigud",31/10/2018,en_progreso,,
132,132,"1. Se han desatado todos  los recursos de reposición interpuestos por los pensionados en los casos de incompatibilidad pensional . De 36 impugnaciones, 35 se han resuelto mediante acto administrativo y la restante se esta proyectando por la Oficina Asesor",31/10/2018,en_progreso,,
133,133,"1. Una vez agotada la vía gubernativa en cada uno de los procedimientos administrativos que determinó la incompatibilidad pensional , se expidieron Resoluciones que ordenaban subrogación pensional, las cuales en todos los casos se han aplicado en nómina u",31/10/2018,en_progreso,,
134,134,"En la oficina de docencia se revisan los documentos antes de llevar al comité, cuando el docente no cumple se le devulce los documentos con un oficio informando que no cumple y la razón por la que no cumple.",31/10/2018,en_progreso,,
135,135,"1. Se  están numerando y fechando todas  las Resoluciones suscritas por el señor Rector  en orden a los eventos de compatibilidad o incompatibilidad pensional.

2.la ""causa raiz"" y el ""riesgo de ocurrencia"" del hallazgo aludidos por la Contraloría de Bogo",31/10/2018,en_progreso,,
136,136,"1. Se  están numerando y fechando todas  las Resoluciones suscritas por el señor Rector  en orden a los eventos de compatibilidad o incompatibilidad pensional.

2.la ""causa raiz"" y el ""riesgo de ocurrencia"" del hallazgo aludidos por la Contraloría de Bogo",31/10/2018,en_progreso,,
137,137,La sección de Almacen entrego información en fisico a la Oficina Asesora de Control Interno Mediante oficio No.DFCE-1331-2018,31/10/2018,en_progreso,,
138,138,La sección de Almacen entrego información en fisico a la Oficina Asesora de Control Interno Mediante oficio No.DFCE-1331-2018,31/10/2018,en_progreso,,
139,139,La sección de Almacen entrego información en fisico a la Oficina Asesora de Control Interno Mediante oficio No.DFCE-1331-2018,31/10/2018,en_progreso,,
140,140,La sección de Almacen entrego información en fisico a la Oficina Asesora de Control Interno Mediante oficio No.DFCE-1331-2018,31/10/2018,en_progreso,,
141,141,La sección de Almacen entrego información en fisico a la Oficina Asesora de Control Interno Mediante oficio No.DFCE-1331-2018,31/10/2018,en_progreso,,
142,142,,31/10/2018,en_progreso,,
143,143,,31/10/2018,en_progreso,,
144,144,,31/10/2018,en_progreso,,
145,145,"1. Se han desatado todos  los recursos de reposición interpuestos por los pensionados en los casos de incompatibilidad pensional . De 36 impugnaciones, 35 se han resuelto mediante acto administrativo y la restante se esta proyectando por la Oficina Asesor",31/10/2018,en_progreso,,
146,146,"1. Una vez agotada la vía gubernativa en cada uno de los procedimientos administrativos que determinó la incompatibilidad pensional , se expidieron Resoluciones que ordenaban subrogación pensional, las cuales en todos los casos se han aplicado en nómina u",31/10/2018,en_progreso,,
147,147,"1. Se han desatado todos  los recursos de reposición interpuestos por los pensionados en los casos de incompatibilidad pensional . De 36 impugnaciones, 35 se han resuelto mediante acto administrativo y la restante se esta proyectando por la Oficina Asesor",31/10/2018,en_progreso,,
148,148,"1. Una vez agotada la vía gubernativa en cada uno de los procedimientos administrativos que determinó la incompatibilidad pensional , se expidieron Resoluciones que ordenaban subrogación pensional, las cuales en todos los casos se han aplicado en nómina u",31/10/2018,en_progreso,,
149,149,Mediante oficio IE-19347 se solicita a la Vicerrectoría Administrativa y Financiera que las necesidades deben ser aprobadas por la OAPC revisando el presupuesto asignado y la fuente de destinación.,31/10/2018,en_progreso,,
150,150,"La Oficina Asesora de Planeación y Control, realizó y remitió a los gestores del proyecto el informe de seguimiento, corte 30 de septiembre de 2018 , al cumplimiento de las actividades, metas y presupuesto definido en el plan de acción de los proyectos.
A",31/10/2018,en_progreso,,
151,151,"La Oficina Asesora de Planeación y Control, realizó y remitió a los gestores del proyecto el informe de seguimiento, corte 30 de septiembre de 2018 , al cumplimiento de las actividades, metas y presupuesto definido en el plan de acción de los proyectos.
A",31/10/2018,en_progreso,,
152,152,"Se inicia la revisión y estudio del procedimiento ""Diseño y Creación de Proyectos Curriculares"" desde la Oficina Asesora de Planeación y Control,  con el fin de proponer los ajustes correspondientes a la Vicerrectoría Académica así como a la  Coordinación",31/10/2018,en_progreso,,
153,153,"1. Se  están numerando y fechando todas  las Resoluciones suscritas por el señor Rector  en orden a los eventos de compatibilidad o incompatibilidad pensional.

 Se adjunta matriz donde están incluídas las resoluciones que declaran compatabilidad e incomp",31/10/2018,en_progreso,,
154,154,"se anexa los informes de las actividades realizadas por la División de Recurso Humanos, 

se anexa informacion de la gestion realizada por la División de Recursos huamnos",31/10/2018,en_progreso,,
155,155,"Adicionalmente se soporta en el Manual de Supervisión e Interventoría, Resolución 629 del 17 de noviembre de 2016.
Así mismo, el IDEXUD ha expedido la normatividad interna, como la Circular 05 de 2018, mediante la cual se adopta la Política de Operación d",31/10/2018,en_progreso,,
156,156,"1. Como quiera que la acción propuesta salvaguarda el debido proceso y el derecho de defensa a los pensionados dentro de los 106 casos objeto de hallazgo por parte de la Contraloría en presuntas dobles pensiones, se iniciaron procedimientos administrattiv",31/10/2018,en_progreso,,
157,157,"1. Se han desatado todos  los recursos de reposición interpuestos por los pensionados en los casos de incompatibilidad pensional . De 36 impugnaciones, 35 se han resuelto mediante acto administrativo y la restante se esta proyectando por la Oficina Asesor",31/10/2018,en_progreso,,
158,158,"1. Una vez agotada la vía gubernativa en cada uno de los procedimientos administrativos que determinó la incompatibilidad pensional , se expidieron Resoluciones que ordenaban subrogación pensional, las cuales en todos los casos se han aplicado en nómina u",31/10/2018,en_progreso,,
159,159,"* Se realizó reunión convocada por la Oficina Asesora de Jurídica para la aprobación del Formato GJ-PR-001- FR-006, Préstamo de Contratos por parte de la Jefe de la Oficina Asesora de Jurídica como Gestora del Proceso de Gestión Jurídica.
* Se entrega par",31/10/2018,en_progreso,,
160,160,"* Se elaboró Cronograma Socialización  y Aplicación Metodología para la Gestión del Riesgo. 
* Se envió Circular dirigida a Líderes y Gestores de Proceso cuyo asunto es “TALLER DE SOCIALIZACIÓN Y APLICACIÓN METODOLOGÍA PARA LA GESTIÓN DEL RIESGO, PARA LÍD",31/10/2018,en_progreso,,
161,161,"* Se incluye en el documento preliminar de Manual de Trámites y Servicios, las observaciones y sugerencias efectuadas por la Oficina Red de Datos UDNET. 
* Se consolidó y ajustó el documento preliminar Manual de Trámites y Servicios de la Universidad Dist",31/10/2018,en_progreso,,
162,162,"* Se realizaron dos jornadas de Capacitación al Grupo Promotor en el Auditorio Sabio Caldas de la Facultad de Ingeniería, la Metodología para el reporte de Indicadores de Proceso en el Aplicativo Spagobi de cada uno de éstos, además de la identificación d",31/10/2018,en_progreso,,
163,163,Se elaboró procedimiento de cumplimiento de fallos y se socializó con R.H. y RECTORIA.,31/10/2018,en_progreso,,
164,164,"Como parte del seguimiento a la ejecución del Plan Anual de Adquisiciones se remite:
1) Informe de ejecución con corte a 31 de octubre de 2018, el cual es remitido a los ordenadores del gasto. (Anexo 1)
2) Circular No. 019 de 2018, con la cual se solicita",31/10/2018,en_progreso,,
165,165,"Como parte del seguimiento a la ejecución del Plan Anual de Adquisiciones se remite:
1) Informe de ejecución con corte a 31 de octubre de 2018, el cual es remitido a los ordenadores del gasto. (Anexo 1)
2) Circular No. 019 de 2018, con la cual se solicita",31/10/2018,en_progreso,,
166,166,"La Oficina Asesora de Planeación y Control, realizó seguimiento trimestral al proyecto y lo reportó ante la Secretaría de Planeación Distrital.
Evidencia: Reporte SEGPLAN III Trimestre",31/10/2018,en_progreso,,
167,167,"La Oficina Asesora de Planeación y Control, realizó y remitió a los gestores del proyecto el informe de seguimiento, corte 30 de septiembre de 2018 , al cumplimiento de las actividades, metas y presupuesto definido en el plan de acción de los proyectos.
A",31/10/2018,en_progreso,,
168,168,"La OAPC  solicita realizar  seguimiento al plan de intervención generado por la Unidad ejecutora en cabeza del Gerente del proyecto; describiendo las acciones que adelantadas para cumplir con las actividades propuestas, las metas trazadas y por defecto la",31/10/2018,en_progreso,,
169,169,"Se han desarrollado los seguimientos de los proyectos 188,389, 4150, 380, 379 , 378, 4149 y 382 del tercer trimestre de las actividades, metas y presupuesto definidos en el plan de acción del proyecto con corte 30 septiembre. Lo anterior, con el propósito",31/10/2018,en_progreso,,
170,170,"Se han desarrollado los seguimientos de los proyectos 188,389, 4150, 380, 379 , 378, 4149 y 382 del tercer trimestre de las actividades, metas y presupuesto definidos en el plan de acción del proyecto con corte 30 septiembre. Lo anterior, con el propósito",31/10/2018,en_progreso,,
171,171,"El 29 de Noviembre de 2017, se expidió la RESOLUCIÓN 630 DE 2017, mediante  la cual se reglamenta el manejo de las cuentas bancarias de los proyectos de Extensión de la Universidad Distrital Francisco José de Caldas, ejectados a través del IDEXUD  
RESOLU",31/10/2018,en_progreso,,
172,172,"El 29 de Noviembre de 2017, se expidió la RESOLUCIÓN 630 DE 2017, mediante  la cual se reglamenta el manejo de las cuentas bancarias de los proyectos de Extensión de la Universidad Distrital Francisco José de Caldas, ejectados a través del IDEXUD  
RESOLU",31/10/2018,en_progreso,,
173,173,"El 29 de Noviembre de 2017, se expidió la RESOLUCIÓN 630 DE 2017, mediante  la cual se reglamenta el manejo de las cuentas bancarias de los proyectos de Extensión de la Universidad Distrital Francisco José de Caldas, ejectados a través del IDEXUD  
RESOLU",31/10/2018,en_progreso,,
174,174,"El punto de control se establevio de forma mensual, se confronta informe mensual de cumpliento con procesos registrados en sistema Siproj. Adjunta evidencia.",31/10/2018,en_progreso,,
175,175,"El punto de control se establevio de forma mensual, se confronta informe mensual de cumpliento con procesos registrados en sistema Siproj. Adjunta evidencia.",31/10/2018,en_progreso,,
176,176,"El punto de control se establevio de forma mensual, se confronta informe mensual de cumpliento con procesos registrados en sistema Siproj. Adjunta evidencia.",31/10/2018,en_progreso,,
177,177,"El punto de control se establevio de forma mensual, se confronta informe mensual de cumpliento con procesos registrados en sistema Siproj. Adjunta evidencia.",31/10/2018,en_progreso,,
178,178,"La Resolución  247 del 30 de julio de 2018  firmada por el Rector de la Universidad Distrital, actualiza y regula el reglamento para el manejo de excedentes.",31/10/2018,en_progreso,,
179,179,"Durante la Sesión No.01 del Comité Asesor para la Sostenibilidad del Sistema de Contabilidad Pública de la Universidad Distrital Francisco José de Caldas del día 9 de agosto del 2018, dentro del orden del día a desarrollar, en el numeral quinto (5) “Propo",31/10/2018,en_progreso,,
180,180,Respecto a la publicacion en el SECOP I se ha llevado a cabo en un 100% en los tiempos oportunos cada contrato realizado en el año 2018 con sus respectivos documentos adjuntos precontratuales y contratuales según lo estipulado en la resolucion 058 de 2018,31/10/2018,en_progreso,,
181,181,Respecto a la publicacion en el SECOP I se ha llevado a cabo en un 100% en los tiempos oportunos cada contrato realizado en el año 2018 con sus respectivos documentos adjuntos precontratuales y contratuales según lo estipulado en la resolucion 058 de 2018,31/10/2018,en_progreso,,
182,182,Respecto a la publicacion en el SECOP I se ha llevado a cabo en un 100% en los tiempos oportunos cada contrato realizado en el año 2018 con sus respectivos documentos adjuntos precontratuales y contratuales según lo estipulado en la resolucion 058 de 2018,31/10/2018,en_progreso,,
183,183,"Todos los contratos elaborados por AOJ, estan publicaod en SECOP 1-. Se reconocen por el numero del contrato y precedido con la letra j. Los contratos de producto de licitaciones son publicados por la VAF.  Se ha solicitado varias veces en Comité Asesor d",31/10/2018,en_progreso,,
184,184,"En lo que compete a elaboración de estudios previos de contratos de prestación de Servicios del proyecto del hallazgo, en la Oficina Asesora Juridica se podra encontrar dicha información.
Los numeros de los contratos de prestación de servicios del proyect",31/10/2018,en_progreso,,
185,185,"Se realiza la socialización sobre el correcto diligencinamiento de actas al personal del proyecto del hallazgo. 

Acta de la socialización y listado de asistencia en archivo PDF con el nombre ""Hallazgo 3.1.3.2.12 _No 185""
Y realizada la socialización, est",31/10/2018,en_progreso,,
186,186,"Se realiza seguimiento mensual al diligencionamiento de las actas elaborada del proyecto.

Actas que evidencian el seguimiento realizado en los meses de Septiembre y Octubre en archivo PDF con el nombre "" Hallazgo 3.1.3.2.12 _No 186 """,31/10/2018,en_progreso,,
187,187,Respecto a la publicacion en el SECOP I se ha llevado a cabo en un 100% en los tiempos oportunos cada contrato realizado en el año 2018 con sus respectivos documentos adjuntos precontratuales y contratuales según lo estipulado en la resolucion 058 de 2018,31/10/2018,en_progreso,,
188,188,"(10) Contratos con control /Contratos en ejecución (19).

Para el control de los contratos del Sistema de Biblioteca se establecieron (2) formatos para realizar el control y seguimiento a los procesos precontractuales y contractuales. Estos formatos aplic",31/10/2018,en_progreso,,
189,189,"Se remite circular No. 017 del 29 de agosto de 2018, en la cual se solicita la remision de la documentacion relacionada con los estudios previos, fichas técnicas y estudios de mercado, necesarios para llevar a cabo los procesos de contratación. Así mismo,",31/10/2018,en_progreso,,
190,190,"Todos los contratos elaborados por AOJ, estan publicaod en SECOP 1-. Se reconocen por el numero del contrato y precedido con la letra j. Los contratos de producto de licitaciones son publicados por la VAF.  Se ha solicitado varias veces en Comité Asesor d",31/10/2018,en_progreso,,
191,191,"Para este hallazgo. la oficina asesora de Control Interno había informado que se encontraba cerrado en su momento, sin embargo, para el año 2018 en tres ocasiones se ha solicitado la información con sus respectivos soportes la cual se ha entregado, pero a",31/10/2018,en_progreso,,
192,192,NO CORRESPONDE A LA OFICINA ASESORA DE PLANEACIÓN.  EL COMPETENTE ES LA DIVISION DE RECURSOS FISICOS,31/10/2018,en_progreso,,
193,193,"Todos los contratos elaborados por AOJ, estan publicaod en SECOP 1-. Se reconocen por el numero del contrato y precedido con la letra j. Los contratos de producto de licitaciones son publicados por la VAF.  Se ha solicitado varias veces en Comité Asesor d",31/10/2018,en_progreso,,
194,194,"Con oficio 2018IE33246, dirigido al Vicerrector Administrativo y Financiero, se sugiere convocar una reunión con el equipo SIGUD para el ajuste a los procedimientos existentes o a la documentación del proceso de Gestión Contractual que se consideren perti",31/10/2018,en_progreso,,
195,195,"Se envia correo electrónico al Ministerio de Cultura, donde se realiza una consulta sobre el proceso, trámite y licencias , requeridos para llevar a cabo el reforzamiento estructural de los Sotanos de la ASAB, teniendo en cuenta que es un bien de interes ",31/10/2018,en_progreso,,
196,196,"Se priorizaron los recursos, inicialmente para el trámite de permisos y licencias para el reforzamiento sotanos ASAB, los cuales estan enmarcados en el POAI del proyecto 380 Mejoramietno y Ampliación de la Infraestrucrtura Fisica.
http://planeacion.udistr",31/10/2018,en_progreso,,
197,197,"Se está realizando la caracterización de las principales fuentes de financiamiento que podría tener la universidad.  
1.       Estampilla Universidad Distrital
2.       Pacto de Concurrencia (Posibilidad de liberar recursos que actualmente son destinados ",31/10/2018,en_progreso,,
198,198,"Se realizan estudios previos para los Contratos de Prestación de Servicios Profesionales y de Apoyo a la Gestión, los cuales reposan en las respectivas carpetas ubicadas en la Oficina Asesora Juridica.",31/10/2018,en_progreso,,
199,199,Se verifican soportes de las actividades realizadas por CPS para el pago de honorarios  correspondiente. En el mes de diciembre se enviará a la Oficina Juridica un CD por cada contratista con las evidencias y soportes de la ejecución del contrato.,31/10/2018,en_progreso,,
200,200,"Para aprobación y revisión del lider del proceso, el procedimiento ""Pago contratistas"", el cual se hará por medio de una plataforma llamada TITAN.",31/10/2018,en_progreso,,
201,201,"La gestión de Extensión se soporta en la Circular 04 de 2018, mediante la cual se establece el criterio de archivo y digitalización de las carpetas de los proyectos de Extensión.
Finalmente, en la Página Web del IDEXUD, se encuentran establecidos y de acc",31/10/2018,en_progreso,,
202,202,"El IDEXUD, en su proceso de mejoramiento, expidió la Circular 08 de 2018, mediante la cual se establece la condición de no autorización de prórrogas automáticas en los contratos de arrendamiento  CIRCULAR 08 DE 2018",31/10/2018,en_progreso,,
203,203,"Se realizan estudios previos para los Contratos de Prestación de Servicios Profesionales y de Apoyo a la Gestión, los cuales reposan en las respectivas carpetas ubicadas en la Oficina Asesora Juridica.",31/10/2018,en_progreso,,
204,204,Se verifican soportes de las actividades realizadas por CPS para el pago de honorarios  correspondiente. En el mes de diciembre se enviará a la Oficina Juridica un CD por cada contratista con las evidencias y soportes de la ejecución del contrato.,31/10/2018,en_progreso,,
205,205,"Para aprobación y revisión del lider del proceso, del procedimiento ""Pago contratistas"", el cual se hará por medio de una plataforma llamada TITAN",31/10/2018,en_progreso,,
206,206,"Se realizan estudios previos para los Contratos de Prestación de Servicios Profesionales y de Apoyo a la Gestión, los cuales reposan en las respectivas carpetas ubicadas en la Oficina Asesora Juridica.",31/10/2018,en_progreso,,
207,207,Se verifican soportes de las actividades realizadas por CPS para el pago de honorarios  correspondiente. En el mes de diciembre se enviará a la Oficina Juridica un CD por cada contratista con las evidencias y soportes de la ejecución del contrato.,31/10/2018,en_progreso,,
208,208,"Para aprobación y revisión del lider del proceso, del procedimiento ""Pago contratistas"", el cual se hará por medio de una plataforma llamada TITAN",31/10/2018,en_progreso,,
209,209,"Para la elaboración del presupuesto de la vigencia 2019 se diseñaron herramientas para el desarrollo del presupuesto de  necesidades de la Universidad, en el se identifican desde el plan de acción de cada una de las dependencias, esta herramienta esta ubi",31/10/2018,en_progreso,,
210,210,"El punto de control se estbalecio de forma mensual, se confronta informe mensual de cumpliento con procesos registrados en sistema Siproj. Adjunta evidencia.",31/10/2018,en_progreso,,
211,211,"Todos los contratos elaborados por AOJ, estan publicaod en SECOP 1-. Se reconocen por el numero del contrato y precedido con la letra j. Los contratos de producto de licitaciones son publicados por la VAF.  Se ha solicitado varias veces en Comité Asesor d",31/10/2018,en_progreso,,
212,212,Se esta llevando a cabo el desarrollo de la propuesta de procedimiento,31/10/2018,en_progreso,,
213,213,Se esta llevando a cabo el desarrollo de la propuesta de formato,31/10/2018,en_progreso,,
214,214,"Todos los contratos elaborados por AOJ, estan publicaod en SECOP 1-. Se reconocen por el numero del contrato y precedido con la letra j. Los contratos de producto de licitaciones son publicados por la VAF.  Se ha solicitado varias veces en Comité Asesor d",31/10/2018,en_progreso,,
215,215,"Todos los contratos elaborados por AOJ, estan publicaod en SECOP 1-. Se reconocen por el numero del contrato y precedido con la letra j. Los contratos de producto de licitaciones son publicados por la VAF.  Se ha solicitado varias veces en Comité Asesor d",31/10/2018,en_progreso,,
216,216,"Todos los contratos elaborados por AOJ, estan publicaod en SECOP 1-. Se reconocen por el numero del contrato y precedido con la letra j. Los contratos de producto de licitaciones son publicados por la VAF.  Se ha solicitado varias veces en Comité Asesor d",31/10/2018,en_progreso,,
217,217,Se adjunta revisión hecha en octubre de  2018. ,31/10/2018,en_progreso,,
218,218,"Durante la presente  vigencia en  todos los procesos de contratación Directa  se  ha diligenciado el Formato de  ""ESTUDIOS Y DOCUMENTOS PREVIOS  SOLICITUD DE ADQUISICION DE BIENES Y SERVICIOS"" GC-PR-003-FR-008  VERSIÓN: 04, vigente.  Lo cual se  puede evi",31/10/2018,en_progreso,,
219,219,"En Sesión de Comité  de  Laboratorios  del día 30  Agosto de 2018 en el Punto   Varios, se le informó a  los docentes  trabajar con los  formatos  GC-PR-003-FR-008  VERSIÓN: 04  ESTUDIOS Y DOCUMENTOS PREVIOS  SOLICITUD DE ADQUISICION DE BIENES Y SERVICIOS",31/10/2018,en_progreso,,
220,220,"Todos los contratos elaborados por AOJ, estan publicaod en SECOP 1-. Se reconocen por el numero del contrato y precedido con la letra j. Los contratos de producto de licitaciones son publicados por la VAF.  Se ha solicitado varias veces en Comité Asesor d",31/10/2018,en_progreso,,
221,221,"En la formulación y planeación   del Proyecto de Inversión de Laboratorios de la presente vigencia  se  fue más especifico en relacionar la ubicación  y destino  final de los equipos,  lo cual conlleva  a que  haya   coherencia entre lo relacionado en pli",31/10/2018,en_progreso,,
222,222,,31/10/2018,en_progreso,,
223,223,,31/10/2018,en_progreso,,
224,224,,31/10/2018,en_progreso,,
225,225,,31/10/2018,en_progreso,,
226,226,,31/10/2018,en_progreso,,
227,227,,31/10/2018,en_progreso,,
228,228,"Todos los contratos elaborados por AOJ, estan publicaod en SECOP 1-. Se reconocen por el numero del contrato y precedido con la letra j. Los contratos de producto de licitaciones son publicados por la VAF.  Se ha solicitado varias veces en Comité Asesor d",31/10/2018,en_progreso,,
229,229,,31/10/2018,en_progreso,,
230,230,,31/10/2018,en_progreso,,
231,231,"Todos los contratos elaborados por AOJ, estan publicaod en SECOP 1-. Se reconocen por el numero del contrato y precedido con la letra j. Los contratos de producto de licitaciones son publicados por la VAF.  Se ha solicitado varias veces en Comité Asesor d",31/10/2018,en_progreso,,
232,232,"Se realizó la recepción de los elementos tecnologícos en compañía con la red de datos.


En el siguiente enlace, encuentran los documentos del proceso.

https://planestic.udistrital.edu.co/repositorios/index.php/s/5QzpG8ts6qUwcp3

",31/10/2018,en_progreso,,
233,233,"Se gestionó el proceso de pago el cual quedo con fecha de radicación 08 de Junio del 2018 en la sección de compras.


En el siguiente enlace, encuentran los documentos del proceso.

https://planestic.udistrital.edu.co/repositorios/index.php/s/5QzpG8ts6qUw",31/10/2018,en_progreso,,
234,234,"Para la adquisición de los elementos tecnologicos, se hizo el respectivo estudio de mercado y se solicitamos las cotizaciones respectivas para proceder con la radicación de los documentos y darle continuidad al proceso de contratación.  

En el siguiente ",31/10/2018,en_progreso,,
235,235,"Todos los contratos elaborados por AOJ, estan publicaod en SECOP 1-. Se reconocen por el numero del contrato y precedido con la letra j. Los contratos de producto de licitaciones son publicados por la VAF.  Se ha solicitado varias veces en Comité Asesor d",31/10/2018,en_progreso,,
236,236,"Realizar estudio de mercado a los requerimientos que necesite el proyecto, bajo el levantamiento de la información para la infraestructura tecnológica y los servicios en la nube.


https://planestic.udistrital.edu.co/repositorios/index.php/s/7aEQo6EI0Eih5",31/10/2018,en_progreso,,
237,237,"* Se realizó el diseño de la planilla para manejo de insumos de aseo y cafetería mediante el registro de kardex (entrada, salida y saldo por referencias) en cada una de las Sedes previo a un concepto de ajustes por parte de los Coordinadores de Recursos F",31/10/2018,en_progreso,,
238,238,NO CORRESPONDE A LA OFICINA ASESORA DE PLANEACIÓN.  EL COMPETENTE ES LA DIVISION DE RECURSOS FISICOS,31/10/2018,en_progreso,,
239,239,"Para la elaboración del presupuesto de la vigencia 2019 se diseñaron herramientas para el desarrollo del presupuesto de  necesidades de la Universidad, en el se identifican desde el plan de acción de cada una de las dependencias, esta herramienta esta ubi",31/10/2018,en_progreso,,
240,240,"El dia 26 de septiembre, se realiza socialización a todas las dependencias de los Módulos Presupuestales para la elaboración del Plan de Acción.  En el siguiente link se encuentra la presentación, el video de la socilización y el instructivo para el dilig",31/10/2018,en_progreso,,
241,241,"En el periodo trasncurrido del 27 de septiembre al 4 de octubre, la Oficina Asesora de Planeación y Control presta el acompañamiento y asesoria a las dependencias que asi lo requirieron, via telefonica o presencial.",31/10/2018,en_progreso,,
242,242,"La Oficina Asesora de Planeación consolida de forma transversal las necesidades de financiación de la  Universidad Distrital, que fueron presentadas a la Secreataría Distrital de Hacienda, se anexa presentacion con el archivo denominado ""PRESUPUESTO DE  N",31/10/2018,en_progreso,,
243,243,"Se realizó socialización del anteproyecto de presupuesto de gastos en el Consejo de Gestión el cual aprobó la presentación a realizarse ante la SHD en el mes de agosto, en la cual se detallan las necesidades en funcionamiento e inversión de la Universidad",31/10/2018,en_progreso,,
244,244,"De acuerdo al proceso interno de programación presupuestal y, una vez conocida la cuota global aprobada  en el mes de Octubre, la cual fue menor al total de necesidades expuestas en el mes de agosto, se están realizando los ajustes al presupuesto instituc",31/10/2018,en_progreso,,
245,245,Esta actividad no se ha desarrollado dado que se encuentra en proceso de aprobación del presupuesto en cada uno de las instancias respectivas ,31/10/2018,en_progreso,,
246,246,"Revisado este hallazgo se evidencia que, la Division Financiera cuenta con Flujogramas de los procedimientos GRF-PR-027 Gestón Pasivos Exigibles, GRF-PR-028 Gestión de Reservas Presupuestales y Formato GRF-PR-002-FR-023 Acta Anulación Pasivo Exigible, tod",31/10/2018,en_progreso,,
247,247,"Se ralizaron los informes de reatroalimentacion del presupuesto y avance de los planes de acción a los ordenadores del gasto. Se adjuntan oficios. (Funcionamiento)

La Oficina Asesora de Planeación y Control, realizó y remitió a los gestores del proyecto ",31/10/2018,en_progreso,,
248,248,"La OAPC  solicita realizar  seguimiento al plan de intervención generado por la Unidad ejecutora en cabeza del Gerente del proyecto; describiendo las acciones que adelantadas para cumplir con las actividades propuestas, las metas trazadas y por defecto la",31/10/2018,en_progreso,,
249,249,"A la fecha el procedimiento PEI-PR-006 PROGRAMACIÓN PRESUPUESTAL, cuenta con los lineamientos dispuestos por el SIGUD,los cuales se pueden evidenciar en el mismo. Se adjunta enlace de video instructivo de navegación de los procedimientos y pantallazo de l",31/10/2018,en_progreso,,
250,250,Al momento se ha publicado la información de PREDIS en la página WEB de la Universidad,31/10/2018,en_progreso,,
251,251,"Se requirió a la Oficina Asesora de Planeación para la elaboración del procedimiento de ejecución de reservas, el cual se hizo y aprobó por parte de la Sección de presupuesto, se aprobó por la División y está en la espera de aprobación de la Vicerrectoría",31/10/2018,en_progreso,,
252,252,Se implementó por parte de la Universidad la validación de los archivo a trasmitir por SIVICOF mediante el aplicativo  de la Contraloría generando el archivo .STR con lo que se garantiza la integridad de la información a enviar.,31/10/2018,en_progreso,,
253,253,"Se requirió a la Oficina Asesora de Planeación para la elaboración del procedimiento de ejecución de pasivos , el cual se hizo y aprobó por parte de la Sección de presupuesto, se  aprobó por parte de la División Financiera, esta para aprobación de la Vice",31/10/2018,en_progreso,,
254,254,"Se realizó solicitud a la Oficina Asesora de Planeación para la actualización del procedimiento, y se acordó con Planeación la realización de las actividades que permitan subsanar el hallazgo.",31/10/2018,en_progreso,,
255,255,"Revisado este hallazgo se evidencia que, la Division Financiera cuenta con Flujogramas de los procedimientos GRF-PR-027 Gestón Pasivos Exigibles, GRF-PR-028 Gestión de Reservas Presupuestales y Formato GRF-PR-002-FR-023 Acta Anulación Pasivo Exigible, tod",31/10/2018,en_progreso,,
256,256,"La Oficina Asesora de Planeación y Control, realizó seguimiento trimestral al proyecto y lo reportó ante la Secretaría de Planeación Distrital.
Evidencia: Reporte SEGPLAN III Trimestre",31/10/2018,en_progreso,,
257,257,"La Oficina Asesora de Planeación y Control, realizó y remitió a los gestores del proyecto el informe de seguimiento, corte 30 de septiembre de 2018 , al cumplimiento de las actividades, metas y presupuesto definido en el plan de acción de los proyectos.
A",31/10/2018,en_progreso,,
258,258,"La OAPC  solicita realizar  seguimiento al plan de intervención generado por la Unidad ejecutora en cabeza del Gerente del proyecto; describiendo las acciones que adelantadas para cumplir con las actividades propuestas, las metas trazadas y por defecto la",31/10/2018,en_progreso,,
259,259,"Se realiza socialización y seguimiento sobre las acciones definidas en el plan de acción del proyecto
Anexo: Acta seguimiento plan de Intervención.",31/10/2018,en_progreso,,
260,260,"La Oficina Asesora de Planeación y Control, realizó y remitió a los gestores del proyecto el informe de seguimiento, corte 30 de septiembre de 2018 , al cumplimiento de las actividades, metas y presupuesto definido en el plan de acción de los proyectos.",31/10/2018,en_progreso,,
261,261,1. Se realiza el reporte del tercer trimestre del proyecto de inversión 188 diligenciado en el formato establecido por la Oficina Asesora de Planeación y Control en el cual se evidencian los avances y dificultades durante el periodo de julio a septiembre ,31/10/2018,en_progreso,,
262,262,"Se solicita al Comité Asesor de Contratación que los contratos se realicen con facturación parcial con el fin de realizar por lo menos un giro durante la vigencia

1. Oficio solicitud de facturación parcial. ",31/10/2018,en_progreso,,
